Word	X.period_P1	X.period_P2
versatile	0,7386	-0,7386
filtrate	0,7386	-0,7386
mycobacterium	0,7386	-0,7386
idealize	0,7386	-0,7386
selectively	0,7386	-0,7386
dischargers	0,7386	-0,7386
morgenstern	0,7386	-0,7386
ge	0,7386	-0,7386
reagent	0,7386	-0,7386
corp	0,7386	-0,7386
cyanide	0,7386	-0,7386
supplementation	0,7386	-0,7386
foodweb	0,7386	-0,7386
lignin	0,7386	-0,7386
eat	0,7386	-0,7386
simpson	0,7386	-0,7386
hrts	0,7386	-0,7386
roost	0,7386	-0,7386
superactive	0,7386	-0,7386
danshuei	0,7386	-0,7386
localise	0,7386	-0,7386
nauplii	0,7386	-0,7386
unharvested	0,7386	-0,7386
subjective	0,7386	-0,7386
distinctly	0,7386	-0,7386
endemic	0,7386	-0,7386
convection	0,7386	-0,7386
penetrate	0,7386	-0,7386
accelerate	0,7307	-0,7307
pine	0,7299	-0,7299
reaction	0,7283	-0,7283
outline	0,7281	-0,7281
late	0,728	-0,728
compound	0,7245	-0,7245
whilst	0,7228	-0,7228
permanent	0,7213	-0,7213
stp	0,7213	-0,7213
code	0,7211	-0,7211
basal	0,7203	-0,7203
ultimate	0,7203	-0,7203
polyculture	0,7203	-0,7203
stochastic	0,7198	-0,7198
milk	0,7179	-0,7179
anoxic	0,7155	-0,7155
encourage	0,713	-0,713
remotely	0,713	-0,713
grow	0,7117	-0,7117
picture	0,7105	-0,7105
roughness	0,7105	-0,7105
mole	0,7105	-0,7105
anthropic	0,7105	-0,7105
byproduct	0,7105	-0,7105
ephemeral	0,7105	-0,7105
subirrigation	0,7105	-0,7105
streambed	0,7069	-0,7069
characterised	0,7069	-0,7069
sea	0,7065	-0,7065
considerably	0,7044	-0,7044
scatter	0,6995	-0,6995
mandate	0,6992	-0,6992
asian	0,6992	-0,6992
purchase	0,6992	-0,6992
deal	0,6988	-0,6988
steep	0,6988	-0,6988
uniform	0,6988	-0,6988
consistent	0,6953	-0,6953
fixation	0,6947	-0,6947
work	0,6928	-0,6928
reproduction	0,6922	-0,6922
fertilization	0,6916	-0,6916
display	0,6884	-0,6884
prepare	0,6867	-0,6867
copepod	0,6867	-0,6867
economically	0,6867	-0,6867
agronomically	0,6852	-0,6852
nuclear	0,6852	-0,6852
nom	0,6852	-0,6852
tobacco	0,6852	-0,6852
agrochemical	0,6852	-0,6852
sed	0,6852	-0,6852
hs	0,6852	-0,6852
designer	0,6852	-0,6852
retard	0,6852	-0,6852
mi	0,6852	-0,6852
escape	0,6852	-0,6852
buoyant	0,6852	-0,6852
benthivorous	0,6852	-0,6852
controllable	0,6852	-0,6852
complexation	0,6852	-0,6852
overpass	0,6852	-0,6852
dynamical	0,6852	-0,6852
yeongsan	0,6852	-0,6852
bureau	0,6852	-0,6852
boat	0,6852	-0,6852
optimising	0,6852	-0,6852
mega	0,6852	-0,6852
uniformly	0,6852	-0,6852
streamside	0,6852	-0,6852
fall	0,6845	-0,6845
lack	0,6832	-0,6832
emergence	0,6816	-0,6816
replication	0,6816	-0,6816
randomize	0,6816	-0,6816
disinfectant	0,6816	-0,6816
formulate	0,6815	-0,6815
nonlinear	0,6811	-0,6811
toc	0,6811	-0,6811
satisfactory	0,6802	-0,6802
oligotrophic	0,6801	-0,6801
preservation	0,6787	-0,6787
episodic	0,6787	-0,6787
filter	0,6785	-0,6785
canonical	0,6764	-0,6764
farm	0,6752	-0,6752
bod	0,6746	-0,6746
head	0,6668	-0,6668
equally	0,6662	-0,6662
expectation	0,6662	-0,6662
aluminum	0,6657	-0,6657
replicate	0,6635	-0,6635
full	0,6622	-0,6622
view	0,6611	-0,6611
applicable	0,6604	-0,6604
settlement	0,6583	-0,6583
hectare	0,6576	-0,6576
example	0,6574	-0,6574
exit	0,657	-0,657
chicken	0,657	-0,657
western	0,6539	-0,6539
prove	0,6524	-0,6524
overflow	0,6515	-0,6515
completely	0,6512	-0,6512
potato	0,6512	-0,6512
amount	0,6508	-0,6508
adapt	0,648	-0,648
rainbow	0,6479	-0,6479
profound	0,6479	-0,6479
inter	0,6454	-0,6454
moines	0,6453	-0,6453
cave	0,6453	-0,6453
ceramic	0,6453	-0,6453
crest	0,6453	-0,6453
modeller	0,6453	-0,6453
afforest	0,6453	-0,6453
russian	0,6453	-0,6453
distinction	0,6453	-0,6453
entity	0,6453	-0,6453
conform	0,6453	-0,6453
sativa	0,6453	-0,6453
pload	0,6453	-0,6453
vb	0,6453	-0,6453
dissipation	0,6453	-0,6453
quantum	0,6453	-0,6453
metamodel	0,6453	-0,6453
favorably	0,6453	-0,6453
logarithmic	0,6453	-0,6453
dynamic	0,6448	-0,6448
initiate	0,6444	-0,6444
layer	0,6443	-0,6443
contour	0,6436	-0,6436
rotation	0,6414	-0,6414
reserve	0,6378	-0,6378
lithuania	0,6358	-0,6358
periodicity	0,6358	-0,6358
nation	0,6358	-0,6358
iterative	0,6358	-0,6358
ind	0,6358	-0,6358
manifest	0,6358	-0,6358
flocculation	0,6358	-0,6358
impoundment	0,6348	-0,6348
separate	0,6342	-0,6342
translate	0,6339	-0,6339
colony	0,6339	-0,6339
dissolution	0,6339	-0,6339
centre	0,6339	-0,6339
brook	0,6334	-0,6334
assimilation	0,6316	-0,6316
hydrology	0,626	-0,626
broadcast	0,6254	-0,6254
analytical	0,6241	-0,6241
spring	0,6224	-0,6224
macrophytes	0,6223	-0,6223
check	0,6211	-0,6211
hydraulic	0,62	-0,62
plantation	0,6195	-0,6195
olsen	0,6195	-0,6195
paleolimnological	0,618	-0,618
enhancement	0,618	-0,618
retain	0,6177	-0,6177
figure	0,6173	-0,6173
org	0,6173	-0,6173
prevention	0,6148	-0,6148
june	0,6145	-0,6145
geostatistics	0,6141	-0,6141
oecd	0,6141	-0,6141
radiometer	0,6141	-0,6141
analytic	0,6141	-0,6141
dyke	0,6141	-0,6141
assure	0,6141	-0,6141
stimulation	0,6141	-0,6141
dbps	0,6141	-0,6141
canyon	0,6141	-0,6141
deem	0,6141	-0,6141
propagate	0,6141	-0,6141
neva	0,6141	-0,6141
hillslopes	0,6141	-0,6141
dispose	0,6141	-0,6141
fiber	0,6141	-0,6141
toxic	0,613	-0,613
end	0,6124	-0,6124
establish	0,6119	-0,6119
expect	0,6116	-0,6116
addition	0,6111	-0,6111
accommodate	0,6093	-0,6093
probable	0,6093	-0,6093
salt	0,6088	-0,6088
state	0,6081	-0,6081
attempt	0,6068	-0,6068
tahoe	0,6063	-0,6063
carbonate	0,6063	-0,6063
ionic	0,6063	-0,6063
substance	0,6062	-0,6062
database	0,6062	-0,6062
height	0,6046	-0,6046
entire	0,6043	-0,6043
tool	0,6043	-0,6043
include	0,6041	-0,6041
rice	0,6033	-0,6033
consequent	0,6009	-0,6009
outer	0,6009	-0,6009
rotational	0,6009	-0,6009
tax	0,6009	-0,6009
subcatchments	0,5985	-0,5985
determinant	0,5985	-0,5985
accomplish	0,5985	-0,5985
streamwater	0,5983	-0,5983
sector	0,598	-0,598
correspond	0,5971	-0,5971
wt	0,5907	-0,5907
undeveloped	0,5888	-0,5888
filterable	0,5888	-0,5888
psi	0,5888	-0,5888
spike	0,5888	-0,5888
discrimination	0,5888	-0,5888
nashua	0,5888	-0,5888
periodically	0,5888	-0,5888
ts	0,5888	-0,5888
redistribution	0,5888	-0,5888
multipurpose	0,5888	-0,5888
plain	0,5888	-0,5888
circumstance	0,5888	-0,5888
planner	0,5884	-0,5884
remedial	0,5884	-0,5884
lie	0,5884	-0,5884
vollenweider	0,5863	-0,5863
bicarbonate	0,5863	-0,5863
stringent	0,5863	-0,5863
absent	0,5863	-0,5863
symptom	0,5863	-0,5863
intact	0,5863	-0,5863
distribute	0,5854	-0,5854
line	0,5818	-0,5818
tonne	0,5809	-0,5809
anoxia	0,5791	-0,5791
sow	0,579	-0,579
welfare	0,579	-0,579
substrate	0,5757	-0,5757
southeastern	0,5747	-0,5747
fd	0,5732	-0,5732
biweekly	0,5732	-0,5732
noise	0,5732	-0,5732
amplitude	0,5732	-0,5732
yield	0,5724	-0,5724
acquire	0,57	-0,57
differential	0,57	-0,57
sda	0,5678	-0,5678
npss	0,5678	-0,5678
flavor	0,5678	-0,5678
radar	0,5678	-0,5678
insect	0,5678	-0,5678
alder	0,5678	-0,5678
statistic	0,5663	-0,5663
theoretical	0,5654	-0,5654
protocol	0,5654	-0,5654
arkansas	0,5638	-0,5638
algal	0,5635	-0,5635
fertiliser	0,5633	-0,5633
diel	0,562	-0,562
impose	0,562	-0,562
vadose	0,562	-0,562
pound	0,5614	-0,5614
composite	0,5605	-0,5605
accurately	0,5593	-0,5593
ammonium	0,5567	-0,5567
upwelling	0,5543	-0,5543
photosynthetic	0,5543	-0,5543
minimize	0,5528	-0,5528
conservative	0,5521	-0,5521
environmentally	0,5521	-0,5521
microbiological	0,5506	-0,5506
alfalfa	0,5506	-0,5506
oscillation	0,5506	-0,5506
inundation	0,5506	-0,5506
acidity	0,5506	-0,5506
beneath	0,5506	-0,5506
nursery	0,55	-0,55
entrance	0,55	-0,55
subalpine	0,55	-0,55
infiltrate	0,55	-0,55
flora	0,55	-0,55
process	0,5493	-0,5493
exchange	0,5492	-0,5492
width	0,5473	-0,5473
act	0,5467	-0,5467
bare	0,5466	-0,5466
continue	0,5462	-0,5462
minimum	0,5443	-0,5443
solute	0,5434	-0,5434
flat	0,5414	-0,5414
alkaline	0,5414	-0,5414
conclusion	0,5413	-0,5413
undertake	0,5404	-0,5404
excellent	0,5401	-0,5401
law	0,5401	-0,5401
allochthonous	0,5401	-0,5401
sixteen	0,5391	-0,5391
lane	0,5391	-0,5391
scenic	0,5391	-0,5391
specificity	0,5391	-0,5391
responsiveness	0,5391	-0,5391
ppt	0,5391	-0,5391
imp	0,5391	-0,5391
tunisia	0,5391	-0,5391
standpoint	0,5391	-0,5391
denote	0,5391	-0,5391
bight	0,5391	-0,5391
flashiness	0,5391	-0,5391
lago	0,5391	-0,5391
compositional	0,5391	-0,5391
cootes	0,5391	-0,5391
spodosols	0,5391	-0,5391
lethal	0,5391	-0,5391
paradox	0,5391	-0,5391
wr	0,5391	-0,5391
lac	0,5391	-0,5391
write	0,5391	-0,5391
arrange	0,5391	-0,5391
prohibit	0,5391	-0,5391
longitude	0,5391	-0,5391
4th	0,5391	-0,5391
refractory	0,5391	-0,5391
taiwan	0,5387	-0,5387
amendment	0,537	-0,537
instream	0,5364	-0,5364
conjunction	0,5364	-0,5364
moreton	0,5347	-0,5347
visualization	0,5347	-0,5347
france	0,5347	-0,5347
achievement	0,5347	-0,5347
serial	0,5347	-0,5347
property	0,5334	-0,5334
function	0,5323	-0,5323
rare	0,5316	-0,5316
aboveground	0,5316	-0,5316
kasumigaura	0,5316	-0,5316
pam	0,5315	-0,5315
accumulate	0,5275	-0,5275
macro	0,5232	-0,5232
municipal	0,5226	-0,5226
aquifer	0,5219	-0,5219
underwater	0,5216	-0,5216
si	0,5214	-0,5214
transferable	0,5213	-0,5213
expense	0,5213	-0,5213
unchanged	0,5213	-0,5213
empirically	0,5213	-0,5213
chagan	0,5213	-0,5213
capability	0,5198	-0,5198
reverse	0,5181	-0,5181
detail	0,5173	-0,5173
regard	0,5157	-0,5157
eastern	0,5155	-0,5155
previous	0,5145	-0,5145
raceway	0,5132	-0,5132
demographic	0,5132	-0,5132
lipid	0,5132	-0,5132
deleterious	0,5132	-0,5132
collaboration	0,5132	-0,5132
envisat	0,5132	-0,5132
suppose	0,5132	-0,5132
coherent	0,5132	-0,5132
categorical	0,5132	-0,5132
concert	0,5132	-0,5132
tailor	0,5132	-0,5132
rainfed	0,5132	-0,5132
elaborate	0,5132	-0,5132
ra	0,5132	-0,5132
formal	0,5132	-0,5132
precisely	0,5132	-0,5132
rating	0,5132	-0,5132
polyhaline	0,5132	-0,5132
immobilisation	0,5132	-0,5132
marmara	0,5132	-0,5132
premise	0,5132	-0,5132
comprise	0,5125	-0,5125
border	0,5108	-0,5108
transient	0,5108	-0,5108
place	0,5102	-0,5102
variable	0,5096	-0,5096
factorial	0,5095	-0,5095
oreochromis	0,5095	-0,5095
onsite	0,5095	-0,5095
parameterized	0,5095	-0,5095
cyanobacterium	0,5095	-0,5095
sponge	0,5095	-0,5095
flexibility	0,5095	-0,5095
assimilative	0,5081	-0,5081
trophic	0,5056	-0,5056
maintain	0,5042	-0,5042
term	0,5033	-0,5033
contrast	0,5029	-0,5029
srp	0,5025	-0,5025
separation	0,5022	-0,5022
subbasin	0,5013	-0,5013
industry	0,5012	-0,5012
apparent	0,5007	-0,5007
phosphate	0,4995	-0,4995
bacterium	0,4994	-0,4994
recurrent	0,4989	-0,4989
des	0,4989	-0,4989
notable	0,4989	-0,4989
hrt	0,4989	-0,4989
resin	0,4989	-0,4989
supply	0,4976	-0,4976
original	0,4949	-0,4949
fallow	0,4949	-0,4949
independently	0,4949	-0,4949
vegetable	0,4949	-0,4949
inversely	0,4949	-0,4949
predatory	0,4929	-0,4929
empty	0,4929	-0,4929
label	0,4929	-0,4929
press	0,4929	-0,4929
township	0,4929	-0,4929
switzerland	0,4929	-0,4929
gc	0,4929	-0,4929
ic	0,4929	-0,4929
riffle	0,4929	-0,4929
overwinter	0,4929	-0,4929
disperse	0,4929	-0,4929
derwent	0,4929	-0,4929
dic	0,4929	-0,4929
arrive	0,4929	-0,4929
pin	0,4929	-0,4929
month	0,4921	-0,4921
epa	0,4918	-0,4918
narrow	0,4918	-0,4918
validate	0,4916	-0,4916
osmosis	0,4894	-0,4894
limnology	0,4889	-0,4889
preferential	0,4889	-0,4889
diminish	0,4875	-0,4875
decomposition	0,4869	-0,4869
permit	0,4867	-0,4867
poorly	0,4858	-0,4858
expose	0,4834	-0,4834
map	0,4816	-0,4816
flume	0,4808	-0,4808
biofilms	0,4808	-0,4808
coastline	0,4808	-0,4808
warrant	0,4808	-0,4808
redox	0,4779	-0,4779
long	0,4767	-0,4767
fitzroy	0,4766	-0,4766
bench	0,4766	-0,4766
unvegetated	0,4766	-0,4766
qualify	0,4766	-0,4766
bioturbation	0,4766	-0,4766
rough	0,4766	-0,4766
territory	0,4766	-0,4766
practically	0,4766	-0,4766
pr	0,4766	-0,4766
quarterly	0,4766	-0,4766
gate	0,4766	-0,4766
indispensable	0,4766	-0,4766
nanoparticles	0,4766	-0,4766
la	0,473	-0,473
own	0,473	-0,473
kill	0,4728	-0,4728
northeastern	0,4701	-0,4701
enrich	0,4695	-0,4695
pristine	0,468	-0,468
area	0,466	-0,466
maximum	0,4659	-0,4659
petroleum	0,4658	-0,4658
nutrition	0,4658	-0,4658
sugarcane	0,4651	-0,4651
joaquin	0,463	-0,463
disappearance	0,463	-0,463
mosquito	0,463	-0,463
sophisticate	0,463	-0,463
revegetation	0,463	-0,463
nationally	0,463	-0,463
sierra	0,463	-0,463
napi	0,463	-0,463
instrument	0,4596	-0,4596
routinely	0,4591	-0,4591
art	0,4591	-0,4591
brackish	0,4591	-0,4591
prevail	0,455	-0,455
zn	0,4547	-0,4547
usual	0,453	-0,453
adversely	0,453	-0,453
underway	0,4515	-0,4515
phyto	0,4515	-0,4515
eutrophicated	0,4515	-0,4515
sale	0,4515	-0,4515
aeuro	0,4515	-0,4515
semi	0,4505	-0,4505
final	0,45	-0,45
predictability	0,4473	-0,4473
tertiary	0,4419	-0,4419
extension	0,4419	-0,4419
largely	0,4419	-0,4419
census	0,4416	-0,4416
cedar	0,4416	-0,4416
monod	0,4416	-0,4416
ease	0,4416	-0,4416
commercially	0,4416	-0,4416
jiulong	0,4416	-0,4416
seasonally	0,4415	-0,4415
proportion	0,4407	-0,4407
spectral	0,4393	-0,4393
usefulness	0,4369	-0,4369
true	0,4367	-0,4367
mid	0,4355	-0,4355
reach	0,4354	-0,4354
oligo	0,4329	-0,4329
collapse	0,4329	-0,4329
multiobjective	0,4329	-0,4329
discipline	0,4329	-0,4329
songhua	0,4329	-0,4329
weihe	0,4329	-0,4329
insignificant	0,4329	-0,4329
minimally	0,4329	-0,4329
historically	0,4323	-0,4323
lb	0,4323	-0,4323
locally	0,4323	-0,4323
ability	0,4322	-0,4322
summer	0,4308	-0,4308
partially	0,4304	-0,4304
shore	0,4292	-0,4292
pi	0,4278	-0,4278
evaporation	0,4278	-0,4278
concurrent	0,4278	-0,4278
fuel	0,4274	-0,4274
harvest	0,4259	-0,4259
southern	0,4257	-0,4257
episode	0,4252	-0,4252
prompt	0,4252	-0,4252
good	0,4246	-0,4246
lower	0,4245	-0,4245
biota	0,4245	-0,4245
cover	0,4243	-0,4243
inject	0,4237	-0,4237
rio	0,4237	-0,4237
center	0,4205	-0,4205
follow	0,4197	-0,4197
percentage	0,4191	-0,4191
mt	0,419	-0,419
som	0,419	-0,419
slough	0,4183	-0,4183
communication	0,4183	-0,4183
profitable	0,4183	-0,4183
onset	0,416	-0,416
molecular	0,416	-0,416
hypothesize	0,4139	-0,4139
interact	0,4139	-0,4139
subset	0,4124	-0,4124
german	0,4124	-0,4124
modern	0,4124	-0,4124
discriminate	0,4121	-0,4121
geometry	0,4121	-0,4121
precede	0,4121	-0,4121
task	0,4115	-0,4115
fluctuate	0,409	-0,409
match	0,4089	-0,4089
consideration	0,4088	-0,4088
extraction	0,4071	-0,4071
respond	0,4065	-0,4065
immobilization	0,4064	-0,4064
caution	0,4064	-0,4064
capital	0,4064	-0,4064
identical	0,4064	-0,4064
analyzer	0,4059	-0,4059
upstate	0,4059	-0,4059
perfect	0,4059	-0,4059
yrs	0,4059	-0,4059
foresee	0,4059	-0,4059
bottomland	0,4059	-0,4059
usability	0,4059	-0,4059
cheap	0,4059	-0,4059
herring	0,4059	-0,4059
unmonitored	0,4059	-0,4059
technically	0,4059	-0,4059
ecologist	0,4059	-0,4059
specimen	0,4059	-0,4059
refiltration	0,4059	-0,4059
deepwater	0,4059	-0,4059
analyser	0,4059	-0,4059
wqip	0,4059	-0,4059
impulse	0,4059	-0,4059
sjr	0,4059	-0,4059
seep	0,4059	-0,4059
suva	0,4059	-0,4059
unsuitable	0,4059	-0,4059
1940s	0,4059	-0,4059
enumerate	0,4059	-0,4059
gigas	0,4059	-0,4059
unusual	0,4059	-0,4059
marl	0,4059	-0,4059
paw	0,4059	-0,4059
subtle	0,4059	-0,4059
planktivore	0,4059	-0,4059
costal	0,4059	-0,4059
ssm	0,4059	-0,4059
phenomenon	0,4045	-0,4045
crop	0,4019	-0,4019
phragmites	0,4012	-0,4012
biogenic	0,4012	-0,4012
section	0,4009	-0,4009
innovative	0,3997	-0,3997
agent	0,3997	-0,3997
mouth	0,3982	-0,3982
refuge	0,3965	-0,3965
carefully	0,3965	-0,3965
sr	0,3965	-0,3965
deep	0,3961	-0,3961
situation	0,3956	-0,3956
utilize	0,3947	-0,3947
expert	0,3942	-0,3942
wisconsin	0,3942	-0,3942
spim	0,393	-0,393
carbofuran	0,393	-0,393
linearity	0,393	-0,393
fitness	0,393	-0,393
undrained	0,393	-0,393
cherry	0,393	-0,393
insecticide	0,393	-0,393
clearcut	0,393	-0,393
differentiation	0,393	-0,393
cbp	0,393	-0,393
paradise	0,393	-0,393
layout	0,393	-0,393
fifty	0,393	-0,393
eutrophy	0,393	-0,393
fringe	0,393	-0,393
prioritisation	0,393	-0,393
continuity	0,393	-0,393
normalization	0,393	-0,393
commodity	0,393	-0,393
nonlinearity	0,393	-0,393
basically	0,393	-0,393
quadratic	0,393	-0,393
hoc	0,393	-0,393
circuit	0,393	-0,393
depression	0,393	-0,393
dnpaos	0,393	-0,393
roundup	0,393	-0,393
utility	0,3923	-0,3923
justify	0,3921	-0,3921
upward	0,3921	-0,3921
rp	0,3921	-0,3921
severity	0,3921	-0,3921
pass	0,3891	-0,3891
pore	0,3891	-0,3891
methodological	0,388	-0,388
object	0,388	-0,388
row	0,3869	-0,3869
negatively	0,3854	-0,3854
longitudinal	0,3852	-0,3852
chemical	0,3843	-0,3843
universal	0,3842	-0,3842
snowmelt	0,384	-0,384
locate	0,3837	-0,3837
texas	0,3835	-0,3835
plate	0,3829	-0,3829
bahiagrass	0,3829	-0,3829
stabilisation	0,3829	-0,3829
deepen	0,3829	-0,3829
converge	0,3829	-0,3829
occasion	0,3829	-0,3829
paucity	0,3829	-0,3829
pertinent	0,3829	-0,3829
fluorometer	0,3829	-0,3829
official	0,3829	-0,3829
fragment	0,3829	-0,3829
minimising	0,3829	-0,3829
recurrence	0,3829	-0,3829
multiplicative	0,3829	-0,3829
depressional	0,3829	-0,3829
inaccurate	0,3829	-0,3829
conduit	0,3829	-0,3829
destroy	0,3829	-0,3829
radiata	0,3829	-0,3829
subtract	0,3829	-0,3829
parcel	0,3829	-0,3829
slope	0,3823	-0,3823
synoptic	0,3806	-0,3806
derive	0,3803	-0,3803
old	0,3802	-0,3802
inclusion	0,3799	-0,3799
enrichment	0,3787	-0,3787
invertebrate	0,3786	-0,3786
op	0,3778	-0,3778
april	0,3776	-0,3776
traffic	0,3773	-0,3773
discussion	0,3773	-0,3773
pack	0,3773	-0,3773
favor	0,3773	-0,3773
viable	0,3773	-0,3773
compile	0,3773	-0,3773
glacial	0,3773	-0,3773
behave	0,3747	-0,3747
automatically	0,3747	-0,3747
epa_s	0,3747	-0,3747
geologic	0,3747	-0,3747
secure	0,3747	-0,3747
experimentation	0,3747	-0,3747
herbaceous	0,3747	-0,3747
dahuofang	0,3747	-0,3747
oxygenate	0,3747	-0,3747
meat	0,3747	-0,3747
remainder	0,3747	-0,3747
urbanised	0,3747	-0,3747
cereale	0,3747	-0,3747
cfu	0,3747	-0,3747
denmark	0,3741	-0,3741
organization	0,3741	-0,3741
nm	0,374	-0,374
fund	0,3711	-0,3711
abstraction	0,3711	-0,3711
examine	0,3689	-0,3689
vary	0,3688	-0,3688
conflict	0,3683	-0,3683
straw	0,3683	-0,3683
abundant	0,3681	-0,3681
microzooplankton	0,3678	-0,3678
pikeperch	0,3678	-0,3678
autocalibration	0,3678	-0,3678
drastically	0,3678	-0,3678
inhabit	0,3678	-0,3678
optic	0,3678	-0,3678
reflection	0,3678	-0,3678
eutrophied	0,3678	-0,3678
rsr	0,3678	-0,3678
tnt2	0,3678	-0,3678
metolachlor	0,3678	-0,3678
nbi	0,3678	-0,3678
advance	0,3671	-0,3671
equivalent	0,3658	-0,3658
frame	0,3656	-0,3656
larva	0,3656	-0,3656
initial	0,3636	-0,3636
reliably	0,3631	-0,3631
disappear	0,362	-0,362
leven	0,362	-0,362
inability	0,362	-0,362
eichhornia	0,362	-0,362
wise	0,362	-0,362
communicate	0,362	-0,362
nickel	0,362	-0,362
hyperion	0,362	-0,362
ars	0,362	-0,362
affect	0,3615	-0,3615
gauge	0,3598	-0,3598
drainmod	0,3596	-0,3596
power	0,3589	-0,3589
alpine	0,3583	-0,3583
eutrophication	0,3581	-0,3581
irrespective	0,3569	-0,3569
prerequisite	0,3569	-0,3569
disproportionately	0,3569	-0,3569
nl	0,3569	-0,3569
russia	0,3569	-0,3569
adjoin	0,3569	-0,3569
sydney	0,3569	-0,3569
implicit	0,3569	-0,3569
mount	0,3569	-0,3569
significant	0,3568	-0,3568
elevation	0,3561	-0,3561
soybean	0,3552	-0,3552
derivative	0,3524	-0,3524
mimic	0,3524	-0,3524
stop	0,3524	-0,3524
samplings	0,3524	-0,3524
icm	0,3524	-0,3524
necessity	0,3524	-0,3524
hydrolysis	0,3524	-0,3524
administrative	0,3524	-0,3524
stone	0,3524	-0,3524
asset	0,3524	-0,3524
kriging	0,35	-0,35
negligible	0,35	-0,35
scientist	0,35	-0,35
precursor	0,3483	-0,3483
em	0,3483	-0,3483
niloticus	0,3483	-0,3483
colonization	0,3483	-0,3483
numerically	0,3483	-0,3483
due	0,3478	-0,3478
terrestrial	0,3472	-0,3472
dilute	0,3463	-0,3463
consumption	0,3463	-0,3463
operate	0,3455	-0,3455
indigenous	0,3447	-0,3447
fertilisers	0,3447	-0,3447
cf	0,3447	-0,3447
chemically	0,3447	-0,3447
lesson	0,3447	-0,3447
political	0,3447	-0,3447
mainstem	0,3447	-0,3447
detrital	0,3447	-0,3447
sand	0,3427	-0,3427
slurry	0,3418	-0,3418
recession	0,3414	-0,3414
grazer	0,3414	-0,3414
luc	0,3414	-0,3414
deployment	0,3414	-0,3414
inhabitant	0,3414	-0,3414
shed	0,3414	-0,3414
continuous	0,3401	-0,3401
elevate	0,3399	-0,3399
directly	0,3392	-0,3392
polymictic	0,3384	-0,3384
hydrogen	0,3384	-0,3384
competitive	0,3384	-0,3384
file	0,3384	-0,3384
bleach	0,3384	-0,3384
ordination	0,3384	-0,3384
chlorine	0,338	-0,338
requirement	0,3372	-0,3372
emphasize	0,3365	-0,3365
tropic	0,3356	-0,3356
integral	0,3356	-0,3356
cent	0,3356	-0,3356
score	0,3346	-0,3346
easily	0,3336	-0,3336
realize	0,333	-0,333
subsoil	0,333	-0,333
extrapolation	0,333	-0,333
alga	0,3309	-0,3309
bubble	0,3306	-0,3306
slowly	0,3306	-0,3306
valid	0,3306	-0,3306
apportionment	0,3297	-0,3297
traditionally	0,3283	-0,3283
autochthonous	0,3283	-0,3283
oklahoma	0,3262	-0,3262
encompass	0,3262	-0,3262
possibly	0,326	-0,326
error	0,326	-0,326
space	0,3255	-0,3255
predator	0,3242	-0,3242
baiyangdian	0,3242	-0,3242
august	0,3235	-0,3235
examination	0,3223	-0,3223
instal	0,3204	-0,3204
international	0,3204	-0,3204
generate	0,319	-0,319
upper	0,3189	-0,3189
expensive	0,3188	-0,3188
closure	0,3188	-0,3188
stretch	0,3188	-0,3188
goal	0,3176	-0,3176
interpretation	0,3164	-0,3164
usa	0,3162	-0,3162
headwaters	0,3157	-0,3157
eelgrass	0,3142	-0,3142
ecologically	0,3127	-0,3127
parametric	0,3114	-0,3114
group	0,3094	-0,3094
hysteresis	0,3088	-0,3088
great	0,3082	-0,3082
hypertrophic	0,3076	-0,3076
clean	0,3075	-0,3075
station	0,3072	-0,3072
stress	0,3066	-0,3066
refine	0,3064	-0,3064
anns	0,3064	-0,3064
uv	0,3052	-0,3052
distinguish	0,301	-0,301
sedimentary	0,299	-0,299
majority	0,2973	-0,2973
draw	0,2954	-0,2954
recommend	0,2952	-0,2952
spain	0,2937	-0,2937
routine	0,2937	-0,2937
regional	0,2933	-0,2933
hold	0,2929	-0,2929
sequestration	0,2929	-0,2929
strategy	0,2915	-0,2915
cation	0,2914	-0,2914
deviation	0,2914	-0,2914
possibility	0,2906	-0,2906
isolate	0,2906	-0,2906
nitrite	0,2891	-0,2891
faecal	0,2891	-0,2891
manager	0,2887	-0,2887
eutrophic	0,2883	-0,2883
southeast	0,287	-0,287
approximate	0,287	-0,287
practise	0,2863	-0,2863
analogous	0,2863	-0,2863
mesotrophy	0,2863	-0,2863
solanum	0,2863	-0,2863
questionable	0,2863	-0,2863
occasionally	0,2863	-0,2863
opening	0,2863	-0,2863
entail	0,2863	-0,2863
tpa	0,2863	-0,2863
macau	0,2863	-0,2863
phytobenthos	0,2863	-0,2863
calendar	0,2863	-0,2863
surpass	0,2863	-0,2863
monotonic	0,2863	-0,2863
personal	0,2863	-0,2863
binary	0,2863	-0,2863
truth	0,2863	-0,2863
hydrophyte	0,2863	-0,2863
ionize	0,2863	-0,2863
workshop	0,2863	-0,2863
overturn	0,2863	-0,2863
symposium	0,2863	-0,2863
unamended	0,2863	-0,2863
regularity	0,2863	-0,2863
meal	0,2863	-0,2863
loaf	0,2863	-0,2863
interrelate	0,2863	-0,2863
thau	0,2863	-0,2863
optimally	0,2863	-0,2863
lagrangian	0,2851	-0,2851
aggressive	0,2851	-0,2851
era	0,2851	-0,2851
expertise	0,2851	-0,2851
recalcitrant	0,2851	-0,2851
interfere	0,2851	-0,2851
gonghu	0,2851	-0,2851
discount	0,2851	-0,2851
bovine	0,2851	-0,2851
twin	0,2851	-0,2851
