Word	X.period_P1	X.period_P2
fourth	-0,3131	0,3131
near	-0,3128	0,3128
fix	-0,3127	0,3127
predictor	-0,3127	0,3127
reaction	-0,3122	0,3122
reconstruct	-0,3111	0,3111
number	-0,3105	0,3105
similarly	-0,31	0,31
enormous	-0,31	0,31
stepwise	-0,31	0,31
suppression	-0,31	0,31
diffusive	-0,31	0,31
factorization	-0,31	0,31
anns	-0,31	0,31
few	-0,3095	0,3095
stress	-0,3082	0,3082
strongly	-0,308	0,308
communicate	-0,3052	0,3052
establishment	-0,3046	0,3046
spain	-0,3046	0,3046
quick	-0,3046	0,3046
initially	-0,3046	0,3046
standard	-0,3041	0,3041
avoid	-0,3023	0,3023
benchmark	-0,3018	0,3018
side	-0,3013	0,3013
humidity	-0,2995	0,2995
tehran	-0,2995	0,2995
intermodal	-0,2995	0,2995
slight	-0,2995	0,2995
pure	-0,2995	0,2995
century	-0,2995	0,2995
incentive	-0,2995	0,2995
discovery	-0,2995	0,2995
accumulate	-0,2995	0,2995
tactical	-0,2995	0,2995
remote	-0,2975	0,2975
clarify	-0,2975	0,2975
spectral	-0,296	0,296
space	-0,2951	0,2951
gradient	-0,2947	0,2947
realize	-0,2941	0,2941
heuristic	-0,2922	0,2922
evaluation	-0,2918	0,2918
picture	-0,2914	0,2914
intention	-0,2913	0,2913
location	-0,2891	0,2891
highly	-0,2891	0,2891
distinguish	-0,286	0,286
precise	-0,286	0,286
come	-0,286	0,286
maintenance	-0,2847	0,2847
greatly	-0,2822	0,2822
periodic	-0,2818	0,2818
grid	-0,2818	0,2818
circumstance	-0,2808	0,2808
virtually	-0,2805	0,2805
fifteen	-0,2805	0,2805
credibility	-0,2805	0,2805
interfere	-0,2805	0,2805
alternatively	-0,2805	0,2805
coast	-0,2805	0,2805
eigenvalues	-0,2805	0,2805
fourier	-0,2805	0,2805
hospital	-0,2805	0,2805
forage	-0,2805	0,2805
kingdom	-0,2805	0,2805
faa	-0,2805	0,2805
reformulate	-0,2805	0,2805
plate	-0,2789	0,2789
dominant	-0,2789	0,2789
hc	-0,2789	0,2789
hazard	-0,2787	0,2787
largely	-0,2763	0,2763
holt	-0,2739	0,2739
deviate	-0,2739	0,2739
anticipative	-0,2739	0,2739
gravitational	-0,2739	0,2739
ds	-0,2739	0,2739
emit	-0,2739	0,2739
compensate	-0,2739	0,2739
popularity	-0,2739	0,2739
claim	-0,2739	0,2739
strengthen	-0,2739	0,2739
license	-0,2739	0,2739
rare	-0,2739	0,2739
department	-0,2737	0,2737
substantially	-0,2694	0,2694
team	-0,2684	0,2684
macro	-0,2681	0,2681
cover	-0,2681	0,2681
subsystem	-0,2653	0,2653
revise	-0,2638	0,2638
visualize	-0,2638	0,2638
duty	-0,2615	0,2615
extremely	-0,2597	0,2597
discretionary	-0,2597	0,2597
student	-0,256	0,256
projection	-0,2526	0,2526
theoretically	-0,2526	0,2526
synchronisation	-0,2466	0,2466
birth	-0,2466	0,2466
travelled	-0,2466	0,2466
rickshaw	-0,2466	0,2466
navigate	-0,2466	0,2466
crossover	-0,2466	0,2466
adversely	-0,2466	0,2466
payload	-0,2466	0,2466
correspondingly	-0,2466	0,2466
dramatic	-0,2466	0,2466
stochastically	-0,2466	0,2466
subcritical	-0,2466	0,2466
smoothly	-0,2466	0,2466
paris	-0,2466	0,2466
advent	-0,2466	0,2466
inability	-0,2466	0,2466
publicly	-0,2466	0,2466
caltrans	-0,2466	0,2466
teach	-0,2466	0,2466
wnn	-0,2466	0,2466
holiday	-0,2466	0,2466
ascertain	-0,2466	0,2466
reliably	-0,2457	0,2457
spring	-0,2457	0,2457
cu	-0,2457	0,2457
garage	-0,2457	0,2457
bc	-0,2457	0,2457
supplement	-0,2457	0,2457
analyst	-0,2457	0,2457
territory	-0,2457	0,2457
zn	-0,2457	0,2457
weakness	-0,2457	0,2457
realtime	-0,2457	0,2457
summary	-0,2457	0,2457
lesson	-0,2457	0,2457
asymmetry	-0,2457	0,2457
drastically	-0,2457	0,2457
mar	-0,2457	0,2457
relay	-0,244	0,244
cm	-0,244	0,244
synthesize	-0,244	0,244
augment	-0,244	0,244
illustrative	-0,2419	0,2419
arrangement	-0,2419	0,2419
trunk	-0,2419	0,2419
intercity	-0,2419	0,2419
psychological	-0,2398	0,2398
inconsistent	-0,2142	0,2142
analog	-0,2142	0,2142
euro	-0,2142	0,2142
insensitive	-0,2142	0,2142
so2	-0,2142	0,2142
sugeno	-0,2142	0,2142
diagnose	-0,2142	0,2142
renewal	-0,2142	0,2142
bear	-0,2142	0,2142
mg	-0,2142	0,2142
spite	-0,2142	0,2142
asynchronous	-0,2142	0,2142
improper	-0,2142	0,2142
twofold	-0,2142	0,2142
postulate	0,2319	-0,2319
luminance	0,2319	-0,2319
attenuate	0,2319	-0,2319
thirty	0,2319	-0,2319
dd	0,2319	-0,2319
tsp	0,2319	-0,2319
cart	0,2319	-0,2319
twelve	0,2319	-0,2319
cem	0,2319	-0,2319
grant	0,2319	-0,2319
riyadh	0,2319	-0,2319
id	0,2319	-0,2319
modality	0,2319	-0,2319
bin	0,2319	-0,2319
motorcyclist	0,2319	-0,2319
ultimate	0,2319	-0,2319
interrelationship	0,2319	-0,2319
predominantly	0,2319	-0,2319
suboptimal	0,2319	-0,2319
legal	0,2319	-0,2319
idealize	0,2319	-0,2319
irregularity	0,2319	-0,2319
speciation	0,2319	-0,2319
imitative	0,2319	-0,2319
headlight	0,2319	-0,2319
conversely	0,2319	-0,2319
ndp	0,2319	-0,2319
squeeze	0,2319	-0,2319
antwerp	0,2335	-0,2335
reservation	0,2335	-0,2335
pronounce	0,2335	-0,2335
asymptotically	0,2335	-0,2335
subtraction	0,2335	-0,2335
depart	0,2335	-0,2335
anneal	0,2486	-0,2486
reject	0,2486	-0,2486
hydrocarbon	0,2486	-0,2486
assistant	0,2486	-0,2486
demographic	0,2486	-0,2486
exploratory	0,2486	-0,2486
morphological	0,2534	-0,2534
wildlife	0,2534	-0,2534
education	0,2534	-0,2534
changchun	0,2534	-0,2534
essence	0,2534	-0,2534
storm	0,2534	-0,2534
recede	0,2534	-0,2534
word	0,2606	-0,2606
sarima	0,2633	-0,2633
mark	0,2633	-0,2633
head	0,2633	-0,2633
wrong	0,2683	-0,2683
gender	0,2683	-0,2683
annoyance	0,2683	-0,2683
theorem	0,2683	-0,2683
whilst	0,2683	-0,2683
hardware	0,2707	-0,2707
dutch	0,2707	-0,2707
proximity	0,2707	-0,2707
organic	0,2707	-0,2707
know	0,2713	-0,2713
accelerate	0,2745	-0,2745
weekday	0,2785	-0,2785
entail	0,2786	-0,2786
hydrogen	0,2786	-0,2786
tm	0,2786	-0,2786
houston	0,2786	-0,2786
vi	0,2786	-0,2786
pollute	0,2786	-0,2786
divergence	0,2786	-0,2786
formally	0,2786	-0,2786
pixel	0,2786	-0,2786
dose	0,2786	-0,2786
seed	0,2786	-0,2786
billion	0,2786	-0,2786
french	0,2786	-0,2786
fly	0,2786	-0,2786
hysteretic	0,2786	-0,2786
fitness	0,2786	-0,2786
insertion	0,2786	-0,2786
accessible	0,2786	-0,2786
vph	0,2786	-0,2786
enterprise	0,2786	-0,2786
expense	0,2786	-0,2786
profit	0,2786	-0,2786
thematic	0,2786	-0,2786
australian	0,2786	-0,2786
possibly	0,2794	-0,2794
sudden	0,2794	-0,2794
vital	0,2794	-0,2794
southern	0,2794	-0,2794
wet	0,2798	-0,2798
totally	0,2798	-0,2798
experience	0,2811	-0,2811
reason	0,2816	-0,2816
popular	0,2834	-0,2834
convex	0,2834	-0,2834
geographical	0,2834	-0,2834
occurrence	0,2844	-0,2844
pde	0,2851	-0,2851
transit	0,2886	-0,2886
closely	0,2889	-0,2889
quadratic	0,2889	-0,2889
tradeoff	0,2893	-0,2893
stackelberg	0,2893	-0,2893
flexible	0,2897	-0,2897
carry	0,2908	-0,2908
extract	0,2915	-0,2915
grow	0,2919	-0,2919
compress	0,2923	-0,2923
evident	0,2923	-0,2923
viable	0,2923	-0,2923
agglomeration	0,2923	-0,2923
ontario	0,2923	-0,2923
poorly	0,2923	-0,2923
simplification	0,2923	-0,2923
pb	0,2923	-0,2923
tau	0,2923	-0,2923
column	0,2923	-0,2923
minimum	0,293	-0,293
implication	0,2938	-0,2938
roadside	0,295	-0,295
severity	0,2959	-0,2959
terminal	0,2959	-0,2959
own	0,2964	-0,2964
invariant	0,2969	-0,2969
ga	0,2969	-0,2969
disturb	0,2975	-0,2975
viscous	0,2975	-0,2975
respective	0,2975	-0,2975
relevance	0,2975	-0,2975
systematically	0,2975	-0,2975
probabilistic	0,2982	-0,2982
vector	0,2986	-0,2986
mandatory	0,3003	-0,3003
broad	0,3003	-0,3003
existence	0,3014	-0,3014
activation	0,3025	-0,3025
remarkable	0,3025	-0,3025
hinder	0,3025	-0,3025
instant	0,3025	-0,3025
year	0,3034	-0,3034
face	0,3051	-0,3051
hypothetical	0,3061	-0,3061
level	0,307	-0,307
show	0,3083	-0,3083
operational	0,3099	-0,3099
operator	0,31	-0,31
carbon	0,3104	-0,3104
steer	0,3109	-0,3109
excitation	0,3109	-0,3109
automotive	0,3109	-0,3109
socio	0,3109	-0,3109
singapore	0,311	-0,311
adaptation	0,312	-0,312
cluster	0,3125	-0,3125
daily	0,3162	-0,3162
conditional	0,3166	-0,3166
idea	0,3173	-0,3173
functionality	0,318	-0,318
batch	0,318	-0,318
practical	0,3205	-0,3205
opportunity	0,3207	-0,3207
layout	0,3213	-0,3213
randomness	0,3223	-0,3223
russia	0,3226	-0,3226
owner	0,3226	-0,3226
ins	0,3226	-0,3226
pace	0,3226	-0,3226
spfs	0,3226	-0,3226
domestic	0,3226	-0,3226
bpnn	0,3226	-0,3226
driveway	0,3226	-0,3226
reproducible	0,3226	-0,3226
political	0,3226	-0,3226
stick	0,3226	-0,3226
scheme	0,3237	-0,3237
dangerous	0,3243	-0,3243
contribution	0,3244	-0,3244
european	0,3251	-0,3251
ability	0,3272	-0,3272
completely	0,3273	-0,3273
dominate	0,3273	-0,3273
global	0,328	-0,328
isolate	0,3291	-0,3291
consequent	0,33	-0,33
rtms	0,33	-0,33
configure	0,33	-0,33
nonhomogeneous	0,33	-0,33
dwell	0,33	-0,33
suddenly	0,33	-0,33
induction	0,33	-0,33
optimally	0,33	-0,33
inadequate	0,33	-0,33
alpha	0,3302	-0,3302
convergence	0,3313	-0,3313
moderate	0,332	-0,332
inherent	0,332	-0,332
separately	0,332	-0,332
region	0,3343	-0,3343
operation	0,3349	-0,3349
saving	0,3352	-0,3352
questionnaire	0,3352	-0,3352
wardrop	0,3352	-0,3352
synchronous	0,3363	-0,3363
company	0,3363	-0,3363
comply	0,3363	-0,3363
perturb	0,3363	-0,3363
regional	0,3379	-0,3379
detect	0,3396	-0,3396
mid	0,34	-0,34
decline	0,3417	-0,3417
assimilation	0,3467	-0,3467
friendly	0,3467	-0,3467
complex	0,3485	-0,3485
acquisition	0,3488	-0,3488
dynamically	0,3493	-0,3493
globally	0,3513	-0,3513
excellent	0,3513	-0,3513
trail	0,3528	-0,3528
consequence	0,3561	-0,3561
feasible	0,3561	-0,3561
discretization	0,3595	-0,3595
bad	0,3603	-0,3603
primary	0,3606	-0,3606
difficult	0,3616	-0,3616
pair	0,3625	-0,3625
proportion	0,3626	-0,3626
saturate	0,3627	-0,3627
uneven	0,3633	-0,3633
clock	0,3633	-0,3633
custom	0,3633	-0,3633
vertices	0,3633	-0,3633
systemic	0,3633	-0,3633
elucidate	0,3633	-0,3633
text	0,3633	-0,3633
impairment	0,3633	-0,3633
linguistic	0,3633	-0,3633
disruptive	0,3633	-0,3633
dimensionality	0,3633	-0,3633
concise	0,3633	-0,3633
recording	0,3633	-0,3633
contention	0,3633	-0,3633
inverse	0,3633	-0,3633
september	0,3633	-0,3633
unavailable	0,3633	-0,3633
interplay	0,3633	-0,3633
hj	0,3633	-0,3633
debate	0,3633	-0,3633
favor	0,3633	-0,3633
employment	0,3633	-0,3633
registration	0,3633	-0,3633
past	0,3635	-0,3635
coefficient	0,3642	-0,3642
idle	0,3644	-0,3644
convergent	0,3644	-0,3644
societal	0,3644	-0,3644
interconnect	0,3644	-0,3644
linearity	0,3644	-0,3644
milan	0,3644	-0,3644
wake	0,3644	-0,3644
admissible	0,3644	-0,3644
cast	0,3644	-0,3644
monetary	0,3644	-0,3644
fidelity	0,3667	-0,3667
widen	0,3667	-0,3667
descent	0,3667	-0,3667
thermal	0,3667	-0,3667
warrant	0,3667	-0,3667
innovation	0,3667	-0,3667
costly	0,3667	-0,3667
encompass	0,3667	-0,3667
week	0,3673	-0,3673
accompany	0,3695	-0,3695
afternoon	0,3695	-0,3695
minnesota	0,3695	-0,3695
join	0,3695	-0,3695
retain	0,3724	-0,3724
source	0,3733	-0,3733
science	0,3738	-0,3738
logical	0,3753	-0,3753
defect	0,3753	-0,3753
downtown	0,3753	-0,3753
success	0,3753	-0,3753
acquire	0,3768	-0,3768
agree	0,3782	-0,3782
analytically	0,3799	-0,3799
spend	0,3801	-0,3801
intermediate	0,3811	-0,3811
artificial	0,3815	-0,3815
top	0,384	-0,384
volume	0,3881	-0,3881
upper	0,3885	-0,3885
guide	0,3885	-0,3885
incomplete	0,3896	-0,3896
chain	0,3899	-0,3899
implementation	0,3901	-0,3901
binomial	0,3923	-0,3923
convert	0,3923	-0,3923
manually	0,3923	-0,3923
characteristic	0,3985	-0,3985
morning	0,3999	-0,3999
superior	0,4002	-0,4002
participate	0,4022	-0,4022
naturally	0,4022	-0,4022
intersect	0,4022	-0,4022
tractable	0,4022	-0,4022
ecological	0,4022	-0,4022
markovian	0,4026	-0,4026
belgium	0,4026	-0,4026
civil	0,4026	-0,4026
disaggregate	0,4026	-0,4026
convenient	0,4028	-0,4028
possess	0,4028	-0,4028
landscape	0,4028	-0,4028
specie	0,4038	-0,4038
grnn	0,4045	-0,4045
hypertension	0,4045	-0,4045
hope	0,4045	-0,4045
linkage	0,4045	-0,4045
descriptors	0,4045	-0,4045
curbside	0,4045	-0,4045
habit	0,4045	-0,4045
sampler	0,4045	-0,4045
obey	0,4045	-0,4045
quasi	0,4052	-0,4052
simplicity	0,4052	-0,4052
primarily	0,4068	-0,4068
cross	0,4072	-0,4072
lie	0,4086	-0,4086
ginzburg	0,4096	-0,4096
positively	0,4096	-0,4096
bivariate	0,4096	-0,4096
sd	0,4096	-0,4096
worth	0,4096	-0,4096
redundancy	0,4096	-0,4096
sgflc	0,4096	-0,4096
quasilinear	0,4096	-0,4096
svms	0,4096	-0,4096
install	0,4096	-0,4096
informative	0,4096	-0,4096
hangzhou	0,4096	-0,4096
isolation	0,4096	-0,4096
atypical	0,4096	-0,4096
arterial	0,4116	-0,4116
nature	0,4122	-0,4122
entry	0,4123	-0,4123
locally	0,4143	-0,4143
consist	0,4153	-0,4153
support	0,416	-0,416
barrier	0,4171	-0,4171
central	0,4184	-0,4184
considerable	0,4216	-0,4216
prior	0,4224	-0,4224
acceptance	0,4239	-0,4239
forward	0,4239	-0,4239
major	0,4249	-0,4249
validation	0,4301	-0,4301
account	0,4315	-0,4315
belong	0,4323	-0,4323
onset	0,4326	-0,4326
expensive	0,4329	-0,4329
quickly	0,4333	-0,4333
call	0,434	-0,434
underestimate	0,4345	-0,4345
rest	0,4345	-0,4345
compatible	0,4345	-0,4345
predetermine	0,4345	-0,4345
incoming	0,4365	-0,4365
super	0,4376	-0,4376
satellite	0,4376	-0,4376
uniformly	0,4376	-0,4376
bias	0,4379	-0,4379
mine	0,4388	-0,4388
spatially	0,4393	-0,4393
dba	0,443	-0,443
ppb	0,443	-0,443
dissolve	0,443	-0,443
divert	0,443	-0,443
chaotic	0,4455	-0,4455
approximately	0,4505	-0,4505
locate	0,4527	-0,4527
qos	0,453	-0,453
office	0,453	-0,453
hamper	0,453	-0,453
portable	0,453	-0,453
stock	0,453	-0,453
surrounding	0,453	-0,453
provider	0,453	-0,453
serial	0,453	-0,453
original	0,4539	-0,4539
intensive	0,458	-0,458
guideline	0,4589	-0,4589
svm	0,459	-0,459
information	0,4591	-0,4591
deduce	0,4592	-0,4592
optimality	0,4606	-0,4606
netherlands	0,4606	-0,4606
embed	0,4607	-0,4607
relative	0,4612	-0,4612
double	0,4624	-0,4624
transfer	0,4624	-0,4624
argue	0,4629	-0,4629
notion	0,4629	-0,4629
cargo	0,4629	-0,4629
intuitive	0,4629	-0,4629
intrinsic	0,4629	-0,4629
blockage	0,4629	-0,4629
emission	0,4646	-0,4646
conceptual	0,4664	-0,4664
brake	0,4675	-0,4675
issue	0,4692	-0,4692
intensity	0,4695	-0,4695
kalman	0,4703	-0,4703
relationship	0,4716	-0,4716
hundred	0,4719	-0,4719
manufacture	0,4719	-0,4719
neighborhood	0,4719	-0,4719
inland	0,4719	-0,4719
unsuitable	0,4733	-0,4733
directive	0,4733	-0,4733
pertinent	0,4733	-0,4733
selective	0,4733	-0,4733
assemble	0,4733	-0,4733
wolf	0,4733	-0,4733
room	0,4733	-0,4733
january	0,4733	-0,4733
pathway	0,4733	-0,4733
covariates	0,4733	-0,4733
exercise	0,4733	-0,4733
exceptional	0,4733	-0,4733
articulation	0,4733	-0,4733
inexpensive	0,4733	-0,4733
axial	0,4733	-0,4733
reformulation	0,4733	-0,4733
incorrect	0,4733	-0,4733
barcelona	0,4733	-0,4733
backbone	0,4733	-0,4733
annoy	0,4733	-0,4733
richards	0,4742	-0,4742
recent	0,475	-0,475
require	0,4772	-0,4772
step	0,4782	-0,4782
pave	0,4803	-0,4803
thousand	0,4803	-0,4803
eb	0,4803	-0,4803
denote	0,4803	-0,4803
round	0,4803	-0,4803
pheromone	0,4803	-0,4803
figure	0,4803	-0,4803
turkey	0,4803	-0,4803
lag	0,4813	-0,4813
replicate	0,4829	-0,4829
false	0,4842	-0,4842
offline	0,4861	-0,4861
gap	0,4863	-0,4863
allow	0,4877	-0,4877
comparable	0,4888	-0,4888
chinese	0,4888	-0,4888
relate	0,4904	-0,4904
construction	0,4908	-0,4908
couple	0,4922	-0,4922
passive	0,4926	-0,4926
abstraction	0,4941	-0,4941
ats	0,4941	-0,4941
ownership	0,4941	-0,4941
temporarily	0,4941	-0,4941
undergo	0,4941	-0,4941
nonrecurrent	0,4941	-0,4941
tolerance	0,4941	-0,4941
collide	0,4941	-0,4941
probit	0,4941	-0,4941
visible	0,4941	-0,4941
resultant	0,4941	-0,4941
fact	0,4963	-0,4963
growth	0,4963	-0,4963
control	0,4973	-0,4973
requirement	0,4998	-0,4998
pavement	0,5002	-0,5002
mitigation	0,5034	-0,5034
district	0,5034	-0,5034
express	0,5041	-0,5041
summer	0,5055	-0,5055
clean	0,5055	-0,5055
coarse	0,5055	-0,5055
fashion	0,5055	-0,5055
hop	0,506	-0,506
case	0,5068	-0,5068
loss	0,507	-0,507
sequence	0,507	-0,507
provision	0,5077	-0,5077
record	0,5083	-0,5083
desirable	0,51	-0,51
optimum	0,5105	-0,5105
distribution	0,5126	-0,5126
suburban	0,513	-0,513
explanatory	0,513	-0,513
odd	0,5166	-0,5166
animal	0,5166	-0,5166
lambda	0,5166	-0,5166
label	0,5166	-0,5166
union	0,5191	-0,5191
generator	0,5191	-0,5191
atc	0,5191	-0,5191
physiological	0,5191	-0,5191
bangkok	0,5191	-0,5191
stationarity	0,5191	-0,5191
m3	0,5191	-0,5191
landau	0,5191	-0,5191
satisfactorily	0,5191	-0,5191
changeable	0,5191	-0,5191
wall	0,5191	-0,5191
june	0,5191	-0,5191
order	0,5215	-0,5215
decompose	0,5222	-0,5222
regulation	0,5233	-0,5233
vibration	0,5236	-0,5236
question	0,5236	-0,5236
eliminate	0,524	-0,524
economic	0,5243	-0,5243
arrive	0,5255	-0,5255
occupation	0,5291	-0,5291
repeat	0,5291	-0,5291
willingness	0,5335	-0,5335
solely	0,5335	-0,5335
differently	0,5335	-0,5335
regularly	0,5335	-0,5335
increment	0,5386	-0,5386
explanation	0,5386	-0,5386
judgment	0,5386	-0,5386
put	0,5436	-0,5436
sample	0,5436	-0,5436
nn	0,5442	-0,5442
deviation	0,5451	-0,5451
close	0,546	-0,546
resolution	0,5471	-0,5471
decide	0,5494	-0,5494
draw	0,5494	-0,5494
expansion	0,5494	-0,5494
emphasis	0,5515	-0,5515
heavily	0,5515	-0,5515
computationally	0,5516	-0,5516
evolve	0,5516	-0,5516
ac	0,5519	-0,5519
unrealistic	0,5519	-0,5519
suitability	0,5519	-0,5519
fluctuate	0,5519	-0,5519
nonlinearity	0,5519	-0,5519
relevant	0,552	-0,552
video	0,5543	-0,5543
comprise	0,5576	-0,5576
believe	0,56	-0,56
consume	0,56	-0,56
saturation	0,5612	-0,5612
serve	0,5615	-0,5615
shape	0,5617	-0,5617
academic	0,5618	-0,5618
concurrent	0,5618	-0,5618
indirectly	0,5618	-0,5618
measurable	0,5618	-0,5618
designer	0,5618	-0,5618
planar	0,5618	-0,5618
conform	0,5618	-0,5618
newton	0,5618	-0,5618
monitor	0,566	-0,566
turn	0,5709	-0,5709
uniqueness	0,5712	-0,5712
independently	0,5712	-0,5712
multilayer	0,5712	-0,5712
achievable	0,5714	-0,5714
correspondence	0,5714	-0,5714
tire	0,5714	-0,5714
recur	0,5714	-0,5714
payne	0,5714	-0,5714
object	0,5715	-0,5715
survey	0,578	-0,578
versus	0,5785	-0,5785
adequate	0,5785	-0,5785
medium	0,5796	-0,5796
ant	0,5805	-0,5805
chemical	0,5806	-0,5806
oxide	0,5806	-0,5806
inconsistency	0,5864	-0,5864
widespread	0,5864	-0,5864
snow	0,5875	-0,5875
emphasize	0,5905	-0,5905
identical	0,5905	-0,5905
encourage	0,5935	-0,5935
family	0,5935	-0,5935
resolve	0,5935	-0,5935
hot	0,5953	-0,5953
construct	0,5972	-0,5972
geometric	0,5979	-0,5979
visualization	0,5987	-0,5987
rise	0,5987	-0,5987
concentrate	0,6007	-0,6007
hyperbolic	0,6007	-0,6007
neutral	0,6007	-0,6007
settle	0,6022	-0,6022
eastbound	0,6022	-0,6022
metastability	0,6022	-0,6022
kutta	0,6022	-0,6022
arrange	0,6022	-0,6022
infrastructural	0,6022	-0,6022
pilot	0,6022	-0,6022
runge	0,6022	-0,6022
tunnel	0,6029	-0,6029
honk	0,6033	-0,6033
iran	0,6033	-0,6033
vary	0,6063	-0,6063
careful	0,6081	-0,6081
artery	0,6081	-0,6081
burger	0,6096	-0,6096
occupancy	0,6118	-0,6118
classify	0,6132	-0,6132
ratio	0,6132	-0,6132
structural	0,6152	-0,6152
early	0,6152	-0,6152
actual	0,6166	-0,6166
systematic	0,6183	-0,6183
bend	0,6203	-0,6203
importantly	0,6203	-0,6203
lose	0,6208	-0,6208
mu	0,6208	-0,6208
downstream	0,6214	-0,6214
interrupt	0,6224	-0,6224
opposite	0,6284	-0,6284
valid	0,6284	-0,6284
promise	0,6298	-0,6298
elasticity	0,635	-0,635
intervention	0,6384	-0,6384
modify	0,6393	-0,6393
england	0,6409	-0,6409
brazil	0,6409	-0,6409
absent	0,6409	-0,6409
decentralise	0,6409	-0,6409
flat	0,6409	-0,6409
restore	0,6409	-0,6409
copert	0,6409	-0,6409
magnitude	0,6415	-0,6415
distress	0,6438	-0,6438
intend	0,6461	-0,6461
view	0,6462	-0,6462
plot	0,6468	-0,6468
assistance	0,6493	-0,6493
eulerian	0,6507	-0,6507
devise	0,6507	-0,6507
adaptability	0,6535	-0,6535
notice	0,6535	-0,6535
cope	0,6535	-0,6535
stimulus	0,6535	-0,6535
split	0,656	-0,656
slightly	0,656	-0,656
modulation	0,6576	-0,6576
85th	0,6576	-0,6576
cs	0,6576	-0,6576
optimising	0,6576	-0,6576
detrimental	0,6576	-0,6576
ambulance	0,6576	-0,6576
blind	0,6576	-0,6576
orientation	0,6576	-0,6576
precondition	0,6576	-0,6576
exacerbate	0,6576	-0,6576
japanese	0,6576	-0,6576
suitably	0,6576	-0,6576
restrictive	0,6576	-0,6576
actively	0,6576	-0,6576
intercept	0,6576	-0,6576
da	0,6576	-0,6576
productivity	0,6576	-0,6576
advection	0,6576	-0,6576
cooperate	0,6576	-0,6576
administrator	0,6576	-0,6576
radiation	0,6576	-0,6576
presume	0,6576	-0,6576
adaptable	0,6576	-0,6576
presence	0,6614	-0,6614
throughput	0,6619	-0,6619
perceive	0,665	-0,665
lot	0,6699	-0,6699
instantaneous	0,6699	-0,6699
publish	0,6734	-0,6734
beta	0,6734	-0,6734
definition	0,6753	-0,6753
km	0,6771	-0,6771
numerical	0,6776	-0,6776
bar	0,6781	-0,6781
elman	0,6781	-0,6781
plausible	0,6781	-0,6781
gray	0,6781	-0,6781
outdoor	0,6781	-0,6781
athens	0,6781	-0,6781
feedforward	0,6781	-0,6781
severely	0,6781	-0,6781
descriptive	0,6781	-0,6781
illumination	0,6786	-0,6786
obstruction	0,6786	-0,6786
galerkin	0,6786	-0,6786
sharp	0,6786	-0,6786
complementary	0,6786	-0,6786
cfi	0,6786	-0,6786
moment	0,6805	-0,6805
define	0,6815	-0,6815
month	0,6828	-0,6828
back	0,6852	-0,6852
board	0,6879	-0,6879
output	0,6923	-0,6923
conclude	0,6926	-0,6926
representative	0,6937	-0,6937
dual	0,6937	-0,6937
motorway	0,6942	-0,6942
human	0,6958	-0,6958
shorten	0,6959	-0,6959
formalism	0,6959	-0,6959
rigorously	0,6959	-0,6959
visualisation	0,6959	-0,6959
brain	0,6959	-0,6959
equivalence	0,6959	-0,6959
kilometre	0,6959	-0,6959
refinement	0,6959	-0,6959
beacon	0,6959	-0,6959
parallelization	0,6959	-0,6959
escape	0,6959	-0,6959
kw	0,6959	-0,6959
iterative	0,6971	-0,6971
decelerate	0,6972	-0,6972
behavioural	0,6972	-0,6972
composition	0,7057	-0,7057
inside	0,706	-0,706
kinematic	0,7072	-0,7072
nonlinear	0,7073	-0,7073
formulate	0,7094	-0,7094
equivalent	0,7098	-0,7098
authority	0,7112	-0,7112
turbulent	0,7126	-0,7126
greenshields	0,7141	-0,7141
interurban	0,7141	-0,7141
versa	0,7141	-0,7141
inhabitant	0,7141	-0,7141
combinatorial	0,7141	-0,7141
translate	0,7141	-0,7141
vice	0,7141	-0,7141
equally	0,7141	-0,7141
2d	0,7183	-0,7183
circuit	0,7183	-0,7183
curve	0,723	-0,723
inflow	0,7232	-0,7232
san	0,7278	-0,7278
exact	0,7284	-0,7284
lwr	0,731	-0,731
nation	0,7328	-0,7328
proxy	0,7328	-0,7328
northbound	0,7328	-0,7328
soundscape	0,7328	-0,7328
quantum	0,7328	-0,7328
washington	0,7328	-0,7328
everyday	0,7328	-0,7328
routine	0,7328	-0,7328
coexistence	0,7328	-0,7328
tsis	0,7328	-0,7328
applicable	0,7351	-0,7351
assume	0,7368	-0,7368
summarize	0,7382	-0,7382
encounter	0,7382	-0,7382
follower	0,7392	-0,7392
anticipate	0,7392	-0,7392
follow	0,7399	-0,7399
modal	0,7414	-0,7414
converge	0,7422	-0,7422
scale	0,7425	-0,7425
square	0,7434	-0,7434
complicate	0,7453	-0,7453
consistently	0,7459	-0,7459
premise	0,7459	-0,7459
judge	0,7459	-0,7459
optical	0,7459	-0,7459
distinct	0,7491	-0,7491
slowly	0,7492	-0,7492
mental	0,7492	-0,7492
census	0,7492	-0,7492
pc	0,7492	-0,7492
local	0,7495	-0,7495
emergent	0,7501	-0,7501
membership	0,7501	-0,7501
focus	0,7512	-0,7512
median	0,7513	-0,7513
damage	0,7569	-0,7569
exponential	0,7579	-0,7579
methodological	0,7581	-0,7581
assign	0,762	-0,762
pm10	0,762	-0,762
strength	0,7654	-0,7654
result	0,766	-0,766
proportional	0,7679	-0,7679
refine	0,7683	-0,7683
resemble	0,7684	-0,7684
participation	0,7684	-0,7684
conserve	0,7684	-0,7684
march	0,7684	-0,7684
airline	0,7684	-0,7684
house	0,7684	-0,7684
